title,search_term_x,dog_order,dog_order_by_size,category,link,image,Coat_length,Exercise,Grooming,Lifespan,Sheds,Size,Size_of_garden,Size_of_home,Town_or_country,Vulnerable_native_breed,breed_in_query,queries,term,suggestion,str_position,search_start,search_end_x,search_end_y,search_term_y,term_category,terms_grouped,question_order
Spaniel (English Springer),springer+spaniel,54,2,Gundog,/search/breeds-a-to-z/breeds/gundog/spaniel-english-springer/,/media/1193/spaniel-english-springer-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140437350000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Small house,Either,No,springer+spaniel,why+does+my+springer+spaniel,why+does+my+springer+spaniel,why does my springer spaniel keeps barking,12,why does my,keeps barking,keeps barking,keeps barking,noise,bark,58
Bichon Frise,bichon+frise,7,22,Toy,/search/breeds-a-to-z/breeds/toy/bichon-frise/,/media/1604/bichon-frise-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143802390000000,Medium,Up to 30 minutes per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,bichon+frise,why+does+my+bichon+frise,why+does+my+bichon+frise,why does my bichon frise keeps barking,12,why does my,keeps barking,keeps barking,keeps barking,noise,bark,58
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Retriever (Golden),golden+retriever,45,5,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,golden+retriever,why+does+my+golden+retriever,why+does+my+golden+retriever,why does my golden retriever bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Retriever (Golden),golden+retriever,45,5,Gundog,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Medium,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,golden+retriever,why+does+my+golden+retriever,why+does+my+golden+retriever,why does my golden retriever puppy bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Pekingese,pekingese,41,8,Toy,/search/breeds-a-to-z/breeds/toy/pekingese/,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Long,Up to 30 minutes per day,Every day,Over 12 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pekingese,why+does+my+pekingese,why+does+my+pekingese,why does my pekingese bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Malamute,malamute,37,7,,,,,,,,,Large,,,,,malamute,why+does+my+malamute,why+does+my+malamute,why does my malamute bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Lhasa Apso,lhasa+apso,36,11,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Jack Russell Terrier,jack+russell,34,12,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Country,No,jack+russell,why+does+my+jack+russell,why+does+my+jack+russell,why does my jack russell bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Great Pyrenees,great+pyrenees,31,9,,,,,,,,,Large,,,,,great+pyrenees,why+does+my+great+pyrenees,why+does+my+great+pyrenees,why does my great pyrenees bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Goldendoodle,goldendoodle,29,9,,,,,,,,,Medium,,,,,goldendoodle,why+does+my+goldendoodle,why+does+my+goldendoodle,why does my goldendoodle bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
German Shepherd Dog,german+shepherd,27,11,Pastoral,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Short & long,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,german+shepherd,why+does+my+german+shepherd,why+does+my+german+shepherd,why does my german shepherd bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Dachshund (Long Haired),dachshund,23,12,Hound,/search/breeds-a-to-z/breeds/hound/dachshund-long-haired/,/media/2926/dachshund-long-haired-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140456450000000,Medium,Up to 1 hour per day,More than once a week,Over 12 years,Yes,Medium,Small/ medium garden,Small house,Either,No,dachshund,why+does+my+dachshund,why+does+my+dachshund,why does my dachshund bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Collie,collie,21,13,,,,,,,,,Medium,,,,,collie,why+does+my+collie,why+does+my+collie,why does my collie bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Cocker Spaniel,cocker+spaniel,20,14,,,,,,,,,Medium,,,,,cocker+spaniel,why+does+my+cocker+spaniel,why+does+my+cocker+spaniel,why does my cocker spaniel puppy bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Cockapoo,cockapoo,19,16,,,,,,,,,Small,,,,,cockapoo,why+does+my+cockapoo,why+does+my+cockapoo,why does my cockapoo bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Cane Corso,cane+corso,14,14,,,,,,,,,Large,,,,,cane+corso,why+does+my+cane+corso,why+does+my+cane+corso,why does my cane corso puppy bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Bull Terrier,bull+terrier,12,16,Terrier,/search/breeds-a-to-z/breeds/terrier/bull-terrier/,/media/1529/bull-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143782960000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Small house,Either,No,bull+terrier,why+does+my+bull+terrier,why+does+my+bull+terrier,why does my bull terrier bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Basset Hound,basset+hound,3,19,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Large house,Either,No,basset+hound,why+does+my+basset+hound,why+does+my+basset+hound,why does my basset hound bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Akita,akita,1,17,Utility,/search/breeds-a-to-z/breeds/utility/akita/,/media/2907/akita-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143812130000000,Short,More than 2 hours per day,Once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,akita,why+does+my+akita,why+does+my+akita,why does my akita bite me,12,why does my,bite me,bite me,bite me,gets personal,bite me,35
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky howl at me,12,why does my,howl at me,howl at me,howl at me,gets personal,bark / howl at me,34
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky not howl,12,why does my,not howl,not howl,not howl,noise,not bark / howl / talk,66
Basset Hound,basset+hound,3,19,Hound,/search/breeds-a-to-z/breeds/hound/basset-hound/,/media/2911/basset-hound-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140454040000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Medium,Small/ medium garden,Large house,Either,No,basset+hound,why+does+my+basset+hound,why+does+my+basset+hound,why does my basset hound not howl,12,why does my,not howl,not howl,not howl,noise,not bark / howl / talk,66
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky keep howling,12,why does my,keep howling,keep howling,keep howling,noise,howl,63
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky sunbathe,12,why does my,sunbathe,sunbathe,sunbathe,behaviour,sunbathe,32
Siberian Husky,husky,53,3,Working,/search/breeds-a-to-z/breeds/working/siberian-husky/,/media/2666/siberian-husky-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144238560000000,Short,More than 2 hours per day,More than once a week,Over 10 years,Yes,Medium,Large garden,Large house,Country,No,husky,why+does+my+husky,why+does+my+husky,why does my husky bark at me,12,why does my,bark at me,bark at me,bark at me,gets personal,bark / howl at me,34
Great Pyrenees,great+pyrenees,31,9,,,,,,,,,Large,,,,,great+pyrenees,why+does+my+great+pyrenees,why+does+my+great+pyrenees,why does my great pyrenees bark at me,12,why does my,bark at me,bark at me,bark at me,gets personal,bark / howl at me,34
German Shepherd Dog,german+shepherd,27,11,Pastoral,/search/breeds-a-to-z/breeds/pastoral/german-shepherd-dog/,/media/3259/german-shepherd-dog.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132186393170000000,Short & long,More than 2 hours per day,More than once a week,Over 10 years,Yes,Large,Large garden,Large house,Either,No,german+shepherd,why+does+my+german+shepherd,why+does+my+german+shepherd,why does my german shepherd bark at me,12,why does my,bark at me,bark at me,bark at me,gets personal,bark / howl at me,34
Bernese Mountain Dog,bernese+mountain+dog,6,16,Working,/search/breeds-a-to-z/breeds/working/bernese-mountain-dog/,/media/2919/bernese-mountain-dog-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143872230000000,Medium,Up to 1 hour per day,More than once a week,Under 10 years,Yes,Large,Large garden,Large house,Either,No,bernese+mountain+dog,why+does+my+bernese+mountain+dog,why+does+my+bernese+mountain+dog,why does my bernese mountain dog bark at me,12,why does my,bark at me,bark at me,bark at me,gets personal,bark / howl at me,34
Shih Tzu,shih+tzu,52,4,Utility,/search/breeds-a-to-z/breeds/utility/shih-tzu/,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Long,Up to 1 hour per day,Every day,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,shih+tzu,why+does+my+shih+tzu,why+does+my+shih+tzu,why does my shih tzu eat his poop,12,why does my,eat his poop,eat his poop,eat his poop,behaviour,eat poop / eat his poop,21
Shih Tzu,shih+tzu,52,4,Utility,/search/breeds-a-to-z/breeds/utility/shih-tzu/,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Long,Up to 1 hour per day,Every day,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,shih+tzu,why+does+my+shih+tzu,why+does+my+shih+tzu,why does my shih tzu lick the air,12,why does my,lick the air,lick the air,lick the air,behaviour,lick,23
Pug,pug,44,5,Toy,/search/breeds-a-to-z/breeds/toy/pug/,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Either,No,pug,why+does+my+pug,why+does+my+pug,why does my pug lick the air,12,why does my,lick the air,lick the air,lick the air,behaviour,lick,23
Shih Tzu,shih+tzu,52,4,Utility,/search/breeds-a-to-z/breeds/utility/shih-tzu/,/media/2976/shih-tzu-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143870800000000,Long,Up to 1 hour per day,Every day,Over 10 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,shih+tzu,why+does+my+shih+tzu,why+does+my+shih+tzu,why does my shih tzu sleep all the time,12,why does my,sleep all the time,sleep all the time,sleep all the time,behaviour,sleep all the time,30
Shiba Inu,shiba+inu,51,4,,,,,,,,,Medium,,,,,shiba+inu,why+does+my+shiba+inu,why+does+my+shiba+inu,why does my shiba inu bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Shiba Inu,shiba+inu,51,4,,,,,,,,,Medium,,,,,shiba+inu,why+does+my+shiba+inu,why+does+my+shiba+inu,why does my shiba inu bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Shiba Inu,shiba+inu,51,4,,,,,,,,,Medium,,,,,shiba+inu,why+does+my+shiba+inu,why+does+my+shiba+inu,why does my shiba inu bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois puppy bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois puppy bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Belgian Malinois,belgian+malinois,5,18,,,,,,,,,Medium,,,,,belgian+malinois,why+does+my+belgian+malinois,why+does+my+belgian+malinois,why does my belgian malinois puppy bite so much,12,why does my,bite so much,bite so much,bite so much,behaviour,bite,13
Shiba Inu,shiba+inu,51,4,,,,,,,,,Medium,,,,,shiba+inu,why+does+my+shiba+inu,why+does+my+shiba+inu,why does my shiba inu lick me so much,12,why does my,lick me so much,lick me so much,lick me so much,gets personal,lick me,41
Lhasa Apso,lhasa+apso,36,11,Utility,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Long,Up to 1 hour per day,Every day,Over 12 years,No,Small,Small/ medium garden,Flat/ Apartment,Either,No,lhasa+apso,why+does+my+lhasa+apso,why+does+my+lhasa+apso,why does my lhasa apso lick me so much,12,why does my,lick me so much,lick me so much,lick me so much,gets personal,lick me,41
Jack Russell Terrier,jack+russell,34,12,Terrier,/search/breeds-a-to-z/breeds/terrier/jack-russell-terrier/,/media/1556/jack-russell-terrier-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143797020000000,Short,Up to 1 hour per day,Once a week,Over 10 years,Yes,Small,Small/ medium garden,Flat/ Apartment,Country,No,jack+russell,why+does+my+jack+russell,why+does+my+jack+russell,why does my jack russell lick me so much,12,why does my,lick me so much,lick me so much,lick me so much,gets personal,lick me,41
