Breed In Query,Category,Coat length,Exercise,Grooming,Image,Lifespan,Link,Queries,Search Category,Search End,Search End (group),Search End (group) 1,Search Start,Search Term,Sheds,Size,Size of garden,Size of home,Suggestion,Term,Title,Town or country,Vulnerable native breed,Str Position
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian pant so much,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,appearance,have a long nose,have a long nose,have a long nose,why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian have a long nose,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,behaviour,stare at me,stare at me,stare at me,why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian stare at me,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,eating habits,eat poop,eat poop,eat his poop & eat poop,why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian eat poop,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,noise,bark at other s,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian bark at other dogs,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,noise,bark at everything,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian bark at everything,why+does+my+pomeranian,Pomeranian,Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,appearance,have straight hair,have straight hair,have straight hair,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle have straight hair,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,behaviour,lick so much,lick so much,lick so much,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle lick so much,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,odeur,stink,stink & y st bernard stink,"smell, smell bad, smell so bad and 1 more",why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle stink,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,noise,bark so much,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle bark so much,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,pant,growl at me,growl at me,growl at me,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle growl at me,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,behaviour,follow me everywhere,follow me everywhere,follow me everywhere & follows me everywhere,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle follow me everywhere,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,appearance,have a short tail,have a short tail,have a short tail,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle have a short tail,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle pant so much,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,noise,howl,"howl, keeps howling, niel howl",howl,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle howl,why+does+my+poodle,Poodle (Miniature),Either,No,12
poodle,Utility,Medium,Up to 1 hour per day,Every day,/media/2969/poodle-miniature-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143868850000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/poodle-miniature/,why+does+my+poodle,appearance,have red eyes,have red eyes,have red eyes,why does my,poodle,No,Small,Small/ medium garden,Small house,why does my poodle have red eyes,why+does+my+poodle,Poodle (Miniature),Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,behaviour,lick the air,lick the air,lick the air,why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug lick the air,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,behaviour,follow me everywhere,follow me everywhere,follow me everywhere & follows me everywhere,why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug follow me everywhere,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,behaviour,keep licking his paws,keep licking his paws,"keep licking, keep licking her paws, keep licking his nose and 4 more",why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug keep licking his paws,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,health,keep sneezing,keep sneezing,keep sneezing,why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug keep sneezing,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug smell,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,behaviour,keep licking,keep licking,"keep licking, keep licking her paws, keep licking his nose and 4 more",why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug keep licking,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,health,keep coughing,keep coughing,"cough, keep coughing, keeps coughing",why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug keep coughing,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,noise,keep panting,keep panting,keep panting,why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug keep panting,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,noise,bark so much,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug bark so much,why+does+my+pug,Pug,Either,No,12
pug,Toy,Short,Up to 1 hour per day,Once a week,/media/1661/pug-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810750000000,Over 10 years,/search/breeds-a-to-z/breeds/toy/pug/,why+does+my+pug,behaviour,keep scratching,keep scratching & keeps scratching,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,pug,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pug keep scratching,why+does+my+pug,Pug,Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever smell,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever pant so much,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,appearance,look sad,look sad,always look sad & look sad,why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever look sad,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,behaviour,bite me,bite me,bite me,why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever bite me,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,laziness,sleep so much,sleep so much,sleep so much,why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever sleep so much,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,behaviour,scratch so much,scratch all the time & scratch so much,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever scratch so much,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,noise,bark so much,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever bark so much,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,behaviour,sit on me,"sit on me, y saint bernard sit on me, y st bernard sit on me",sit on me,why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever sit on me,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
golden+retriever,Gundog,Medium,More than 2 hours per day,More than once a week,/media/1184/retriever-golden-illustration-resized.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132140431570000000,Over 10 years,/search/breeds-a-to-z/breeds/gundog/retriever-golden/,why+does+my+golden+retriever,behaviour,bite me,bite me,bite me,why does my,golden+retriever,Yes,Large,Large garden,Large house,why does my golden retriever puppy bite me,why+does+my+golden+retriever,Retriever (Golden),Either,No,12
